id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
583835774506469788,Light and modern appartment in Amsterdam East,203465712,Maaikel,Oostelijk Havengebied - Indische Buurt,52.3621,4.94343,Entire home/apt,230,4,9,2022-10-16,1.24,1,69,9
583906252685120317,Cozy apartment close to Schiphol & City centre,292253126,Annick,Zuid,52.35236,4.84634,Entire home/apt,195,5,6,2022-09-02,0.53,1,0,6
584701566154975091,Private room & WC at Noord design apt,5369728,Meli,Oud-Noord,52.387569,4.921642,Private room,180,2,3,2022-07-30,0.32,2,357,3
584746973647487534,"Cozy apartment, luminous and with home cinema.",16538564,Rodrigo,Noord-West,52.40876,4.922495,Entire home/apt,172,2,6,2022-09-04,0.85,1,0,6
594194979192663650,Prachtige nieuwe studio in hartje Amsterdam,53203726,Mariska,Bos en Lommer,52.37543,4.84441,Entire home/apt,175,2,8,2023-01-01,1.68,1,38,8
556475510946430112,"Luxurious Apartment ""Da Costa - Amsterdam""",198405490,Suzanne,De Baarsjes - Oud-West,52.37083,4.87394,Entire home/apt,304,3,18,2023-02-22,1.49,8,0,18
556483754558547811,Trendy family home (133m2) on perfect location,57889828,Hella,Noord-Oost,52.4064,4.93339,Entire home/apt,249,7,1,2022-06-23,0.12,1,67,1
594553816419624266,Authentic Ship with a stunning view!,25997031,Peter,Oostelijk Havengebied - Indische Buurt,52.37693,4.93891,Private room,132,2,34,2023-02-21,3.4,1,114,34
557093423441269178,Gerenoveerd appartement in Amsterdam West,57011242,Max,Bos en Lommer,52.37311,4.84891,Entire home/apt,150,5,1,2022-07-01,0.12,1,190,1
557658982213555652,Amsterdam city centre houseboat ''Betelgeuze'',337009580,Ton,Centrum-West,52.38572,4.89452,Private room,89,3,41,2023-02-21,3.33,9,10,40
585125997570708212,Cosy and Modern 1 bedroom apartment in Amsterdam,36113795,Johannes,Oostelijk Havengebied - Indische Buurt,52.361759,4.944893,Entire home/apt,180,8,2,2022-06-07,0.21,1,0,2
585169992038326843,High end apartment with garden near museum square,1626796,Sophie,Zuid,52.35541,4.87455,Entire home/apt,250,4,2,2023-03-03,0.26,1,0,2
594722520230602404,Huiselijk 2 kamer apartement met privé dakterras.,264241571,Pim,Oud-Oost,52.35619,4.92606,Private room,156,5,43,2023-02-26,3.86,1,24,43
585247724655632639,Perfect family apartment in heart of Amsterdam,80921063,Salvador,De Pijp - Rivierenbuurt,52.3502,4.88849,Entire home/apt,180,3,3,2022-08-20,0.29,1,0,3
585914220965932557,The Best of Both Worlds on the Edge of Amsterdam,9579858,Caitlin,Gaasperdam - Driemond,52.29348,4.98323,Entire home/apt,132,4,5,2022-10-22,0.67,1,0,5
557825508624692297,Authentic Amsterdam house with garden+free parking,21458358,Caroline,Oud-Noord,52.38913,4.94681,Entire home/apt,200,2,4,2022-10-23,0.42,1,0,4
558480112972118314,Natural light condo at the canals near Vondelpark,24938440,Amber,De Baarsjes - Oud-West,52.36181,4.85733,Entire home/apt,180,5,6,2023-03-07,0.46,1,82,4
594854298993801505,Sfeervol 2 kamer verblijf in 19e eeuws herenhuis.,23454250,Erik,Oud-Oost,52.35917,4.92358,Private room,132,6,25,2023-02-19,2.25,1,22,25
559127777385590386,"Smaakvol ingericht Appartement ""LUCY"" Amsterdam",198405490,Suzanne,De Baarsjes - Oud-West,52.37116,4.87436,Shared room,250,7,24,2023-01-02,1.95,8,1,23
559792626893351044,Cozy room close Station Noord,66377477,Fabio,Noord-Oost,52.40702,4.92947,Private room,42,1,55,2022-08-11,4.38,2,0,54
594881170761459182,Nice appartment near RAI,4460292,Fleur,Zuid,52.35216,4.84938,Entire home/apt,250,2,2,2022-09-11,0.26,1,244,2
586670770979936732,Little gem in heart of Amsterdam,58198888,Cédric,Centrum-Oost,52.36385,4.88622,Entire home/apt,120,3,7,2023-02-26,0.86,1,0,7
560681439204626628,Sunny apartment in Amsterdam,32521113,Jurgen,De Baarsjes - Oud-West,52.37334,4.86163,Entire home/apt,220,13,1,2022-05-15,0.1,1,35,1
560742014605158658,Lovely apartment in heart of Amsterdam Oud-West,17454540,Hanni,De Baarsjes - Oud-West,52.36847,4.86974,Entire home/apt,143,4,4,2022-06-07,0.34,1,0,4
560743575785664831,Spacious 3 bedroom apartment in Amsterdam,32424525,Jose,Westerpark,52.38561,4.87872,Entire home/apt,269,7,5,2022-12-24,0.42,1,70,5
586900633833942255,Lovely apartment to rent in Amsterdam!,37413242,Wafa & Sam,Bos en Lommer,52.37557,4.84959,Entire home/apt,86,7,6,2023-02-15,2.65,1,15,6
595328872852567505,Amazing appartment in Amsterdam Oud-West,25984526,Tess,De Baarsjes - Oud-West,52.36452,4.86187,Entire home/apt,189,3,7,2023-02-19,0.8,1,0,7
595460980043012732,De Achterkamer - Tiny Attic on Herengracht,431232791,Rosanne,Centrum-West,52.376823,4.889421,Private room,133,1,49,2023-02-28,4.68,3,321,49
586917670534919357,Voel je thuis en kom langs!,50580416,Annerose,De Pijp - Rivierenbuurt,52.35344,4.90496,Entire home/apt,165,4,8,2022-10-30,0.72,1,241,8
561997609077687306,LOVELY 2BR GUEST SUITE IN THE HEART OF AMSTERDAM,54719405,Cas,Centrum-West,52.37397,4.8878,Private room,304,3,37,2023-03-01,3.8,1,129,37
595598653682977026,Chic and Modern Apartment near Vondelpark,99462145,Octavian,Zuid,52.34963,4.84934,Entire home/apt,200,4,6,2022-11-13,0.55,1,70,6
562118345983947644,Cozy apartment in East Amsterdam,445025742,Geraldo,Oostelijk Havengebied - Indische Buurt,52.3624,4.94164,Entire home/apt,200,6,10,2023-01-06,0.8,1,61,8
562119607971470052,Private houseboat with terrace on the water,23214732,Anne,De Baarsjes - Oud-West,52.36722,4.87246,Entire home/apt,350,3,8,2022-09-22,0.66,1,150,8
587385509884588735,Cosy & colorful apartment with rooftop terrace,43936099,Silvie,Oud-Oost,52.35413,4.92087,Entire home/apt,150,5,8,2023-01-23,0.72,1,16,8
596105973139931864,Woonark Eau de vie: uniek spel van licht en ruimte,34502298,Mariette,Oud-Oost,52.35236,4.91108,Entire home/apt,385,2,5,2022-10-17,0.49,1,101,5
563476645413414886,"Lovely 1-bedroom apartment, near Vondelpark",25690572,Clodagh,De Baarsjes - Oud-West,52.36163,4.87334,Entire home/apt,250,6,2,2022-11-19,0.2,1,13,2
566381315060547679,Beautiful spacious Apartment in Amsterdam,4723163,Vivienne,Oostelijk Havengebied - Indische Buurt,52.364,4.93886,Entire home/apt,290,3,11,2022-09-25,0.97,1,11,11
596158852834091274,Beautiful apartment with canal view,2021951,Alberto,De Baarsjes - Oud-West,52.36986,4.86666,Entire home/apt,230,5,4,2022-10-12,0.52,1,0,4
596389925106125864,Cozy 2BR apartment in the heart of Amsterdam,25657432,David,De Pijp - Rivierenbuurt,52.35004,4.88814,Entire home/apt,395,4,5,2022-12-23,0.5,1,15,5
566557466875252858,Cozy room close to metro,65129255,Tolis,Bijlmer-Oost,52.31912,4.98176,Private room,87,3,15,2022-10-04,1.35,3,21,15
596797420633896783,Stylish and well-furnished canal apartment,59749109,Floris,Centrum-Oost,52.35904,4.89274,Entire home/apt,319,2,3,2022-12-31,0.43,1,11,3
596814118237134461,Riant familiehuis met hottub direct aan het water!,64767334,Annette,IJburg - Zeeburgereiland,52.3647,4.9909,Entire home/apt,256,3,4,2022-07-30,0.49,1,78,4
567386314948375404,Gezellig en luxe appartement in Amsterdam Oost,46613723,Joost,Oud-Oost,52.35991,4.92609,Entire home/apt,200,4,6,2022-11-08,0.5,1,3,6
567407960487712181,"Charming apartment in Oud-West, next to Vondelpark",23030993,Tim,De Baarsjes - Oud-West,52.36138,4.85132,Entire home/apt,240,4,3,2022-10-17,0.36,1,0,3
587436553754183598,"Lovely, one bedroom appartment with patio.",429206983,Paulina,Oud-Oost,52.35524,4.91432,Entire home/apt,120,3,3,2022-07-11,0.27,1,0,3
587514392024673557,Nice apartment in Amsterdam,223486054,Selma,De Baarsjes - Oud-West,52.366295,4.858334,Entire home/apt,230,3,6,2022-07-16,0.55,1,0,6
596984492753143173,Prinsen Suites |||,369938358,Prinsen,Centrum-Oost,52.36583,4.88627,Private room,200,1,19,2023-01-13,1.7,4,0,19
567829002669570759,Cosy 1 bedroom Apartment by Canal,55892903,Martina,De Baarsjes - Oud-West,52.37427,4.85615,Entire home/apt,120,2,11,2023-02-04,0.95,1,0,11
597470915724140369,Lovely 2 person appartment in the heart of A'dam,45973085,Coen,Centrum-West,52.37497,4.87664,Entire home/apt,350,1,7,2022-12-31,0.74,1,282,7
567927199868989828,"Spacious private bedroom, living area and kitchen",446310915,Kate,Buitenveldert - Zuidas,52.32857,4.86352,Private room,153,2,1,2022-11-13,0.26,1,34,1
597534556147535926,Boutique canal house in the heart of Amsterdam,52775757,Philippine,Centrum-Oost,52.36432,4.89871,Entire home/apt,370,3,9,2023-01-04,0.94,1,76,9
567958632398468204,★ NEW ★ STYLISH ★ LOFT ★ AMSTERDAM CITY CENTRE ★,204029682,Dyllan,De Baarsjes - Oud-West,52.36765,4.87604,Entire home/apt,212,1,4,2023-02-26,0.36,1,0,4
597603562985827644,Sunny parkside apartment near city centre,3110803,Kristof,Oud-Noord,52.3892,4.91764,Entire home/apt,350,3,2,2022-05-02,0.19,1,34,2
597720480597508793,Spacious apartment near city center,452700255,Constantin,Bos en Lommer,52.37516,4.86186,Entire home/apt,250,2,6,2023-01-01,0.72,1,24,6
587718195447695888,Cozy apartment near city centre of Amsterdam,82225690,Jordy,Oostelijk Havengebied - Indische Buurt,52.3654,4.93987,Entire home/apt,134,4,3,2022-07-18,0.28,1,55,3
597752786821794473,Guesthouse in garden Amsterdam West,32507282,Liesje,De Baarsjes - Oud-West,52.36225,4.85568,Entire home/apt,169,2,7,2023-01-22,0.64,2,23,7
588123344477410536,Vibrant 2-bedroom Apartment in South of Amsterdam,16454923,Ruben,Buitenveldert - Zuidas,52.32796,4.87224,Entire home/apt,200,2,5,2022-09-19,0.53,1,124,5
588130531123049529,"Quiet, Modern& light apartment in city center",76692315,Rosanna,Westerpark,52.38143,4.86959,Entire home/apt,206,2,10,2022-09-12,0.92,1,38,10
588859323308285214,"Luxe Bed&Breakfast midden in de Jordaan, Amsterdam",33346979,Monique,Centrum-West,52.37274,4.8779,Private room,350,3,16,2023-03-05,1.5,1,246,16
568514877303578111,Gezellige familiewoning op loopafstand van metro,23704127,Brigitte,Noord-Oost,52.40619,4.93389,Entire home/apt,160,2,4,2022-08-14,0.38,1,9,4
568520730880917893,Apartment - 2 bedrooms - hot tub + 1 studio,3842476,Ivano,Noord-West,52.40426,4.90925,Entire home/apt,100,3,2,2022-07-10,0.24,1,0,2
597767781644386044,Amazing apt in historic city-centre,452714978,Maurits,Centrum-Oost,52.368481,4.902439,Entire home/apt,299,3,5,2022-11-18,0.45,1,0,5
597771892312114878,Spacious 1-bedroom apartment in Amsterdam downtown,116584786,Don,Centrum-West,52.37746584136513,4.896361295739454,Entire home/apt,294,10,2,2022-06-01,0.19,1,334,2
568523400177884625,Ruim appartement met dakterras naast Vondelpark,45419738,Quirine,De Baarsjes - Oud-West,52.36184,4.86656,Entire home/apt,325,2,6,2022-09-03,0.52,1,0,6
568683128219348239,Unieke woonark op rustige plek in hartje Adam!,73798820,Ellery,Westerpark,52.37654,4.87105,Entire home/apt,190,3,3,2022-04-19,0.26,1,0,3
588908641250953475,City Break Amsterdam city Center  - Room 1,450900641,Mar,Centrum-West,52.37425,4.89784,Private room,153,2,18,2023-02-23,1.58,2,273,18
598055204080363568,Cosy houseboat,124407330,Barbara,Centrum-West,52.38223,4.88692,Entire home/apt,250,3,5,2022-08-22,0.68,1,183,5
588927298640018217,City Break Amsterdam city Center - Room 2,450900641,Mar,Centrum-West,52.37532,4.89728,Private room,156,2,28,2023-03-04,2.46,2,283,28
611879303566074240,STYLISH ★ SUNNY TERRACE ★ PERFECT GETAWAY ★ BR A/C,398030789,Simone,De Baarsjes - Oud-West,52.36179,4.853,Entire home/apt,150,3,4,2022-10-07,0.44,1,4,4
598236987874797256,Spacious & Comfy flat with Sunny Rooftop,285997026,Guillaume,Bos en Lommer,52.37665,4.85764,Entire home/apt,300,2,6,2022-12-20,0.55,1,68,6
612094417027045777,Luxury apartment in old monumental police station,355905147,Max,Centrum-West,52.379902,4.886183,Entire home/apt,300,7,2,2022-10-24,0.25,1,358,2
612242932441638886,Appartement in de stijl Amsterdamse School,6831363,Lotte,De Baarsjes - Oud-West,52.371792,4.849684,Entire home/apt,200,2,11,2023-01-19,1.07,1,0,11
590065132515734144,Sunny And Bright Family Home w/canal view & garden,4251722,Anouc,Centrum-Oost,52.3615,4.90744,Entire home/apt,395,2,7,2023-01-03,0.84,1,2,7
590457538363252970,Unique waterfront apartment NDSM,15524541,Suzanne,Oud-Noord,52.39877,4.89293,Entire home/apt,150,5,7,2022-12-19,0.72,1,0,7
590580099562356977,Bright and spacious apartment in Amsterdam,161255855,Jamilla,Osdorp,52.352085,4.793959,Entire home/apt,300,2,6,2022-04-29,0.54,1,0,6
598364660031591022,Heart of the city studio!,411444268,Mieke,Centrum-West,52.37135,4.89738,Private room,158,2,51,2023-02-27,4.95,1,123,51
598404127264495476,Spacious Apartment (With Garden) Near Vondelpark!,33904882,Dom,De Baarsjes - Oud-West,52.3641,4.85477,Entire home/apt,180,3,2,2022-06-18,0.21,1,70,2
612771882888379983,Perfect cosy apartment in central Amsterdam,50519087,Femke,De Baarsjes - Oud-West,52.37269,4.85604,Entire home/apt,199,2,6,2022-12-04,0.59,1,4,6
612900007919508138,"#Amsterdam #Schiphol Airport
# Private Room",10078997,Gina,De Aker - Nieuw Sloten,52.344265,4.808304,Private room,92,1,54,2023-02-23,5.16,1,25,54
591803217123943510,Leidsegracht - Souterrain,22915689,Jan,Centrum-West,52.3675422668457,4.885985851287842,Entire home/apt,272,2,2,2023-03-04,2.0,1,15,2
598406066619688775,Comfortable bed in modern & cosy spacious studio,106715174,Christian,De Baarsjes - Oud-West,52.36614432414071,4.8618554296236525,Entire home/apt,120,7,5,2023-01-08,0.46,1,12,5
592389868426747777,"""ZAAL"" Ensuite 20m2 bedroom, City Centre",93677584,Bob & Menno,Centrum-West,52.379234,4.890298,Private room,306,3,12,2022-06-18,1.16,3,0,12
598542764622675940,"Apartment in 'De Pijp', near Museumplein",452897222,Iris,De Pijp - Rivierenbuurt,52.35476,4.88945,Entire home/apt,165,1,12,2023-02-22,1.14,1,0,12
592555584488138757,"Woonboot, unieke plek op eiland midden in  centrum",107037255,Babette,Centrum-West,52.38526,4.88737,Entire home/apt,400,3,3,2022-09-18,0.32,1,15,3
612953692790200756,Apartment next to the Vondelpark,9557169,Jolijn,De Baarsjes - Oud-West,52.36326,4.87907,Entire home/apt,175,2,5,2023-02-26,0.49,1,161,5
598950031051238870,Modern (all private) studio near city center,452978307,Boy,Watergraafsmeer,52.33828,4.92074,Entire home/apt,139,1,5,2022-06-20,0.47,1,0,5
599054612718249605,Heerlijk ruim appartement met dakterras,9827765,Maud,Oud-Oost,52.35757,4.91054,Entire home/apt,195,300,4,2022-07-30,0.41,1,363,4
592754505820870243,Dream stay with a roof-terrace in the Jordaan!,197289142,Greg,Centrum-West,52.37293,4.87804,Entire home/apt,301,3,6,2022-09-30,0.64,1,0,6
599095640730147281,Lovely Room in best part of Amsterdam Zuid,9435259,Thierry,Zuid,52.34316,4.86215,Private room,100,3,7,2022-10-24,0.65,6,325,7
592769248980874412,Cozy 1-bedroom apartment in the city center,17031867,Stijn,Centrum-Oost,52.36732,4.92537,Entire home/apt,107,2,4,2022-08-07,0.37,1,0,4
593119225573814452,NEW | Luxury apartment Amsterdam centre| waterview,151935523,Maurits,Westerpark,52.37713,4.87611,Entire home/apt,339,2,8,2022-07-06,0.73,1,5,8
613435024662409206,Welcoming 1-bedroom private suite w/ free parking,3895097,Jill,Noord-West,52.422314,4.90197,Private room,95,2,49,2023-02-17,5.1,1,48,49
613469769708738317,Freshly renovated apartment in Museum quarter,105123527,Jet,Zuid,52.354008,4.885897,Entire home/apt,280,2,5,2023-01-29,0.51,1,1,5
599738674176966246,Modern Spacious room Downtown,24979780,Emily,Centrum-West,52.36909484863281,4.888916969299316,Private room,159,1,52,2023-03-03,6.55,2,347,52
613482885448341266,Private bedroom/bathroom near Amsterdam citycentre,387298665,Dominic,Noord-Oost,52.39872,4.92938,Private room,146,1,17,2023-01-02,2.36,1,153,17
593180183681959296,Lovely family appartment - De Pijp,74822005,Karel,De Pijp - Rivierenbuurt,52.35024,4.90476,Entire home/apt,185,3,5,2022-09-04,0.49,1,40,5
600474907658145714,Dikehouse with bath and double shower Amsterdam,453302452,Don,Oud-Noord,52.39069,4.92702,Entire home/apt,295,1,10,2023-03-05,1.05,1,123,10
593246612591764664,"Brilliant, Bright and Bohemian in de Pijp",70163,T & R,De Pijp - Rivierenbuurt,52.35302,4.8976,Entire home/apt,407,4,2,2023-01-04,0.62,1,62,2
613500478135914459,Beautiful appartment at Catalonia Vondel Amsterdam,428344496,Catalonia Vondel Amsterdam,De Baarsjes - Oud-West,52.36364,4.87729,Private room,399,1,2,2022-10-30,0.22,8,196,2
614937753282933562,Splendid loft with garden in the heart of AMS,16582675,Aldin,Centrum-Oost,52.36279,4.88825,Entire home/apt,437,2,6,2022-12-05,0.61,1,15,6
625302395492883269,2 bedroom apartment with sunny roof terrace,458776587,Toon,De Baarsjes - Oud-West,52.37118,4.85388,Entire home/apt,295,3,5,2022-11-28,0.58,1,36,5
600545185087393058,One-bedroom Apartment with sofa bed - Bens The Hig,451194922,Elias,Oud-Noord,52.39699,4.90334,Entire home/apt,214,1,7,2023-02-23,0.77,4,116,7
625685977663757826,Stijlvol appartement met uitzicht op het IJ,83895455,Frans,Oostelijk Havengebied - Indische Buurt,52.376526,4.94399,Entire home/apt,350,2,9,2022-11-13,1.14,1,0,9
625977731759251719,Cosy home in De Pijp,11044312,Jakub,De Pijp - Rivierenbuurt,52.35245,4.89553,Entire home/apt,190,5,4,2022-09-11,0.43,1,1,4
626060541833988004,Beautiful & spacious apartment at the canal,129287811,Gesa,De Baarsjes - Oud-West,52.36882,4.87207,Entire home/apt,320,2,5,2022-10-05,0.56,1,56,5
614998979591681405,"Bright, furnished, centrally located appartment",26907708,Michelle,De Baarsjes - Oud-West,52.360111,4.851982,Entire home/apt,150,2,5,2022-10-23,0.5,1,4,5
600545421995078797,Studio Apartment - Bens The Highdocks,451194922,Elias,Oud-Noord,52.39556,4.90286,Entire home/apt,169,1,7,2023-02-16,0.73,4,79,7
626080085155082749,Lovely and central one bedroom apartment,98943589,Pim,De Baarsjes - Oud-West,52.37006,4.87494,Entire home/apt,175,2,3,2022-12-20,0.36,1,0,3
600546428941251893,One-bedroom Apartment Comfort with sofa bed - Bens,451194922,Elias,Oud-Noord,52.39506,4.90375,Entire home/apt,188,3,28,2023-02-17,2.88,4,100,28
615162266619539684,"Lichte, ruime, fijne woning in Amsterdam met tuin",33051833,Lovisa,Slotervaart,52.35286,4.822,Entire home/apt,175,2,7,2022-10-17,0.91,1,56,7
600546651070729657,Studio - Bens The Highdocks,451194922,Elias,Oud-Noord,52.39699,4.90457,Entire home/apt,136,1,8,2022-12-15,0.86,4,135,8
615691151979692627,"Sunny appartment in De Pijp, Amsterdam",9925275,Anais,De Pijp - Rivierenbuurt,52.352,4.89404,Entire home/apt,220,2,6,2022-09-25,0.64,1,1,6
615857574806039717,Modern 2p apartment Amsterdam city,272440801,Ben Antoine,De Pijp - Rivierenbuurt,52.34715,4.90258,Entire home/apt,186,2,8,2023-02-26,0.84,1,1,8
601244188326151661,Cozy Canal View apartment at best location!,453453235,Flip,Centrum-West,52.36991,4.88117,Private room,138,1,62,2023-02-27,5.6,2,148,62
601522042905345162,Charming captain's cabin on historic ship De Hoop,436173586,Lydia En Uhuru,IJburg - Zeeburgereiland,52.361111,4.990397,Entire home/apt,178,2,23,2022-11-01,2.61,1,172,23
626610547000369019,Lovely appartment with garden in Amsterdam,366935526,Sofia,De Baarsjes - Oud-West,52.36258,4.85586,Entire home/apt,210,4,1,2022-06-18,0.11,1,0,1
627169686444873266,"Spacious apartment with garden, close to centre",17359905,Mark,De Baarsjes - Oud-West,52.36365,4.85266,Entire home/apt,275,3,7,2022-09-26,0.77,1,163,7
627279191126213084,Beautiful loft apartment in centre of Amsterdam,459169257,Naomi,De Pijp - Rivierenbuurt,52.355057,4.905584,Entire home/apt,222,3,8,2023-01-15,0.93,1,2,8
616399692682639237,Beautiful private apartment - 2/4p,23932449,Elise,De Pijp - Rivierenbuurt,52.343983,4.895907,Entire home/apt,200,2,11,2022-12-18,1.07,1,5,11
616408408099846675,Waanzinnig ruim en licht appartement in oudwest,78765002,Nienke,De Baarsjes - Oud-West,52.37164,4.85875,Entire home/apt,150,2,5,2022-07-08,0.5,1,20,5
601755099152505675,Vondelpark family apartment,453560041,Gijs,De Baarsjes - Oud-West,52.359478,4.865648,Entire home/apt,250,4,4,2022-10-23,0.39,1,12,4
616463734050068121,NEW! Roof terrace apartment in Jordaan Area!,453453235,Flip,Centrum-West,52.36929,4.88287,Private room,158,1,71,2023-03-01,6.87,2,127,71
616519270204373970,"Cozy apartment in Oud-West, Amsterdam",91017675,Celina,De Baarsjes - Oud-West,52.36357,4.86017,Entire home/apt,275,1,2,2022-06-25,0.23,1,0,2
601767056238413130,Free Parking + great Access,329269147,Pooya,Oud-Noord,52.39193,4.94882,Private room,70,2,15,2023-03-04,6.82,1,12,15
617097891864311863,Spacious family house (3 bedrooms) + roof terrace,8575893,Liza,Oud-Oost,52.35811,4.90765,Entire home/apt,360,3,4,2022-09-25,0.47,1,70,4
601930930626309766,1-bedroom in a lovely apt in Amsterdam,441046124,Lina,Zuid,52.35594,4.85392,Private room,180,5,2,2023-02-05,0.59,1,74,2
617341356985304351,New modern Apartment Amsterdam Zuid,300932749,Fleur,Zuid,52.35118,4.85536,Entire home/apt,250,1,10,2023-01-03,1.01,1,307,10
627395418044255436,Comfortable appartment in the vibrant Bolo area,459152808,Tom,Bos en Lommer,52.38035,4.85638,Entire home/apt,200,2,1,2022-05-23,0.1,1,89,1
627476489305239298,Appartement in “de Pijp” Amsterdam,187412264,Britt,De Pijp - Rivierenbuurt,52.35504,4.90168,Entire home/apt,275,2,8,2022-10-24,0.88,1,0,8
601997657540048927,Luxury Houseboat in Amsterdam and free bikes,12782398,Hein,Watergraafsmeer,52.33377,4.90774,Entire home/apt,395,3,4,2022-08-13,0.51,2,52,4
602190524384443989,"Spacious apartment with garden, Jordaan",209270439,Loes,Centrum-West,52.37137,4.8807,Entire home/apt,262,2,11,2023-02-15,2.17,1,0,11
627519532626395402,Comfortable Apartment in Lively Amsterdam-East,6909844,Annemarie,Oostelijk Havengebied - Indische Buurt,52.36526,4.94509,Entire home/apt,300,6,5,2022-10-23,0.65,1,17,5
602194129214708156,Private room in Amsterdam,65129255,Tolis,Bijlmer-Oost,52.32125,4.97986,Private room,97,5,7,2022-11-09,0.68,3,0,7
617378058167008775,Loft with amazing views,456972506,Ramon,De Baarsjes - Oud-West,52.36464,4.8789,Entire home/apt,409,3,4,2022-05-28,0.38,1,17,4
617532827349971988,Lovely bright 1- bedroom apartment in Amsterdam,212180850,Eleanor,Watergraafsmeer,52.34887,4.94251,Entire home/apt,150,4,3,2022-08-06,0.37,1,0,3
602527153934214960,Entire Home with garden in Amsterdam South,57010835,Clementine,Zuid,52.34558,4.86358,Entire home/apt,350,7,3,2022-06-22,0.33,1,15,3
627585110864296196,Lovely apartment Amsterdam,340475366,Monika,De Baarsjes - Oud-West,52.367264,4.87167,Entire home/apt,350,5,7,2023-01-03,0.73,1,122,7
627891417402690059,2 slpk appartement met ruime mooie tuin,4398501,Martin,De Baarsjes - Oud-West,52.36039,4.85537,Entire home/apt,400,3,1,2022-06-07,0.11,1,340,1
602564634587571667,JUNGLE THEME APARTMENT citycentre & bubble bath!,237398646,Fiep,De Pijp - Rivierenbuurt,52.3569,4.89361,Entire home/apt,350,4,13,2023-01-03,1.19,1,252,13
628027182494117159,Spacius apartment in Amsterdam,12408483,Leon & Violet,IJburg - Zeeburgereiland,52.37209,4.96994,Entire home/apt,269,3,9,2023-03-01,0.94,1,16,9
628060702484575771,"Appartement Centrally located in ""de Pijp""+terrace",121207653,Jeroen,De Pijp - Rivierenbuurt,52.353027,4.8916,Entire home/apt,245,2,8,2022-11-13,0.98,1,2,8
617778002896328268,High-end BNB on Amsterdam's most beautiful Canal,5148715,Mikael,Centrum-West,52.37449,4.88109,Private room,355,1,1,2022-06-02,0.11,1,14,1
602647038498854239,Central | Bright | Clean | WiFi Studio @ De Pijp,49154714,Reiner,De Pijp - Rivierenbuurt,52.3565830191816,4.891837597396632,Entire home/apt,111,5,18,2023-01-02,1.75,4,11,18
628060956224433166,light apartment | Beethovenstraat,21572827,Hetty,Zuid,52.34821,4.87805,Entire home/apt,237,2,14,2023-02-18,1.88,3,57,14
602690013070348494,Beautiful appartment in Amsterdam Canal Belt area,82729457,Jozefien,Centrum-West,52.37285,4.88512,Entire home/apt,250,1,2,2023-02-19,0.39,1,3,2
628092685405760180,Cosy studio in the lovely Pijp area ++ location,459364192,Andrea,De Pijp - Rivierenbuurt,52.35288,4.88911,Entire home/apt,199,1,6,2022-12-30,0.63,1,0,6
628098840536423017,Renovated apartment in Amsterdam + backyard + cat,45218469,Emma,De Baarsjes - Oud-West,52.3682,4.8539,Entire home/apt,250,3,2,2022-06-23,0.22,1,0,2
628132667218227633,High class room Pijp- approved for Airbnb,129032517,Itay,De Pijp - Rivierenbuurt,52.356461,4.898642,Private room,126,3,26,2023-02-26,2.88,1,131,26
618474414572385604,Beautiful light renovated apartment in Amsterdam,87532344,Rosa Maria,Westerpark,52.37644,4.87646,Entire home/apt,305,3,5,2022-08-12,0.52,1,0,5
618520356924668002,Lovely house with sunny garden in vibrant De Pijp!,451599123,Jolanda,De Pijp - Rivierenbuurt,52.35205,4.90181,Entire home/apt,375,14,1,2022-06-20,0.11,1,252,1
618804692907836170,Central 2 Bedroom Duplex with Roof Terrace,5679800,Dimi,Westerpark,52.38241,4.8724,Entire home/apt,250,3,3,2022-06-27,0.31,1,0,3
602856492345055461,Spacious apartment in Amsterdam West,7550133,Saskia,Bos en Lommer,52.38425,4.8483,Entire home/apt,150,3,11,2023-01-22,1.18,1,0,11
628200783242741899,Modern guesthouse at canal near center,3241444,Thijs,Westerpark,52.38607,4.87933,Entire home/apt,107,2,39,2023-02-19,4.15,5,141,39
602862668206221172,Lovely high-end rooftop apartment in De Pijp buzzz,14312355,Shadinouska,De Pijp - Rivierenbuurt,52.35385,4.90349,Entire home/apt,200,2,27,2022-12-09,2.58,1,37,27
628205795256250116,Cozy centrally located apartment in 'de Pijp',274272991,Tallulah Manuela,De Pijp - Rivierenbuurt,52.35732,4.89875,Entire home/apt,350,3,1,2023-03-07,1.0,1,339,1
619083498750886769,Beautiful canal house apartment in the city center,303870313,Guus,Centrum-Oost,52.36464,4.90981,Entire home/apt,195,4,4,2022-08-26,0.42,1,67,4
619283373356472530,"Small Double Room, Euphemia Hotel , city centre",367808546,Galanti,Centrum-Oost,52.36141,4.89277,Private room,103,1,84,2023-03-08,8.72,7,6,84
628212639477642807,"Beautiful, stylish apartment in Amsterdam",59759074,Cas,De Pijp - Rivierenbuurt,52.34221,4.90735,Entire home/apt,200,6,6,2022-12-30,0.63,1,11,6
602993373279408397,Cosy studio apartment in the Amsterdam city center,338273559,Charlotte,Centrum-West,52.38253,4.88588,Entire home/apt,149,3,7,2022-08-07,0.83,1,0,7
603432413290529796,Spacious & modern apartment with large balcony,64059281,Femke,Slotervaart,52.36529,4.84234,Entire home/apt,339,1,9,2022-10-16,0.97,1,2,9
